Farm_ID,Farmer_Type,Crop_Type,Season,Region,Soil_Type,Rainfall_mm,Temperature_C,Area_Hectare,Yield_ton_per_hectare,Total_Production_ton,Seed_Cost_INR,Fertilizer_Cost_INR,Pesticide_Cost_INR,Labor_Cost_INR,Irrigation_Cost_INR,Total_Cost_INR,Market_Price_per_ton_INR,Total_Revenue_INR,Net_Profit_INR
6770,Medium,Rice,Zaid,South,Sandy,1935.52,23.12,10.33,4.4943753824201,46.43,51722.58,92397.86,10589.41,55640.79,29914.44,240265.08000000002,22000,1021460.0,781194.92
6771,Large,Cotton,Rabi,South,Loamy,1140.29,16.6,9.21,2.653951329857677,24.44,37033.21,57819.21,33526.97,74008.08,19829.16,222216.63,55000,1344200.0,1121983.37
6772,Medium,Sugarcane,Zaid,North,Clay,1317.71,16.59,9.79,70.12018914273219,686.48,55943.9,45676.06,21725.06,118363.61,57465.39,299174.02,3500,2402680.0,2103505.98
6773,Small,Potato,Rabi,East,Silt,1638.98,24.6,11.0,19.967167457884287,219.64,63579.77,96218.54,29726.04,151378.54,43823.56,384726.45,12000,2635680.0,2250953.55
6774,Medium,Wheat,Kharif,West,Sandy,2308.35,15.54,6.41,3.751370515261649,24.05,32252.86,47374.81,19746.9,94121.82,20326.57,213822.96000000002,21000,505050.0,291227.04
6775,Small,Maize,Zaid,Central,Sandy,850.23,20.25,10.11,4.9373761529713835,49.92,33229.69,43967.4,11472.91,146736.16,45814.85,281221.01,18000,898560.0,617338.99
6776,Large,Potato,Zaid,South,Loamy,1285.59,13.99,8.5,19.997751346764556,169.98,18399.31,76213.32,21696.42,74455.24,29437.3,220201.59,12000,2039760.0,1819558.41
6777,Large,Wheat,Zaid,East,Clay,982.71,20.32,5.85,3.634806596333454,21.26,24554.32,17909.74,6545.26,80481.33,21263.82,150754.47,21000,446460.0,295705.53
6778,Large,Potato,Rabi,East,Clay,1325.61,26.94,2.73,19.41051455093009,52.99,5558.92,17624.76,3535.08,28621.1,8863.26,64203.12,12000,635880.0,571676.88
6779,Small,Rice,Kharif,West,Loamy,1832.22,32.83,5.45,4.867476227114332,26.53,28544.75,38732.49,15707.87,47491.25,35838.5,166314.86,22000,583660.0,417345.14
6780,Medium,Wheat,Zaid,West,Sandy,1360.54,35.25,2.88,3.9193896647698345,11.29,12534.27,11792.29,5254.93,40508.76,22393.31,92483.56,21000,237090.0,144606.44
6781,Large,Wheat,Rabi,West,Loamy,2135.98,21.46,3.8,3.4807174023400957,13.23,17007.64,12570.16,5421.18,42094.88,22153.64,99247.49999999999,21000,277830.0,178582.5
6782,Small,Potato,Zaid,West,Loamy,1517.17,38.29,3.76,19.897599208818303,74.81,8428.82,11446.76,4318.66,47725.6,20073.38,91993.22,12000,897720.0,805726.78
6783,Small,Cotton,Rabi,South,Loamy,1148.68,18.74,9.25,2.5379523107099065,23.48,40176.51,79146.37,31563.31,69530.4,67785.48,288202.07,55000,1291400.0,1003197.93
6784,Medium,Cotton,Kharif,West,Sandy,2021.11,14.26,6.34,2.8604175419608153,18.14,17238.14,41189.35,18383.48,56795.5,13539.77,147146.24,55000,997700.0,850553.76
6785,Large,Sugarcane,Rabi,East,Silt,1248.91,37.9,9.62,69.82603033886356,671.73,34732.95,38735.97,10546.8,52784.44,31587.07,168387.23,3500,2351055.0,2182667.77
6786,Small,Rice,Rabi,East,Sandy,1434.22,27.11,10.59,4.505852416994829,47.72,34700.06,70889.44,30720.8,66414.6,50651.36,253376.26,22000,1049840.0,796463.74
6787,Medium,Cotton,Zaid,Central,Silt,2488.27,21.84,7.53,3.209087440008994,24.16,22478.34,22703.62,9860.16,86557.52,19819.86,161419.5,55000,1328800.0,1167380.5
6788,Large,Potato,Rabi,East,Silt,2030.15,37.15,5.18,18.3407162656706,95.0,19623.31,27154.07,10268.57,37389.2,22643.85,117079.0,12000,1140000.0,1022921.0
6789,Medium,Cotton,Zaid,East,Loamy,2181.31,33.72,10.35,2.028467254922233,20.99,52244.06,78738.84,30840.42,94762.39,44421.0,301006.71,55000,1154450.0,853443.29
6790,Medium,Sugarcane,Rabi,South,Clay,1604.27,35.31,7.03,70.20007571486424,493.51,20618.18,25294.81,13035.48,64134.07,53987.18,177069.72,3500,1727285.0,1550215.28
6791,Small,Maize,Kharif,East,Loamy,1066.08,20.19,10.35,5.65451473379224,58.52,41833.82,68542.23,33894.42,131202.26,30877.98,306350.70999999996,18000,1053360.0,747009.29
6792,Small,Sugarcane,Rabi,North,Sandy,2480.79,36.46,3.55,69.4557493953806,246.57,12164.45,17374.79,9073.18,37879.22,17235.49,93727.13,3500,862995.0,769267.87
6793,Small,Wheat,Zaid,East,Clay,836.84,30.19,7.01,3.3379336224826983,23.4,32362.97,25175.43,12252.32,82537.84,18562.44,170891.0,21000,491400.0,320509.0
6794,Medium,Wheat,Rabi,Central,Clay,2220.2,32.66,2.94,3.8182325751799393,11.23,12548.57,23366.65,7848.61,18279.57,19732.47,81775.87,21000,235830.0,154054.13
6795,Small,Cotton,Rabi,Central,Sandy,2304.86,20.75,8.53,1.668401686939902,14.23,39240.01,53650.9,9403.69,94403.41,55408.13,252106.14,55000,782650.0,530543.86
6796,Medium,Cotton,Kharif,West,Sandy,2098.62,18.86,7.25,2.4093101759760236,17.47,42986.3,56168.15,16796.83,81072.88,56628.58,253652.74000000005,55000,960850.0,707197.26
6797,Medium,Sugarcane,Zaid,South,Loamy,550.98,23.43,6.89,69.9209934698098,481.76,27752.62,60707.04,13618.38,71179.17,28579.12,201836.33000000002,3500,1686160.0,1484323.67
6798,Small,Sugarcane,Kharif,Central,Sandy,2179.05,28.11,7.85,69.89461955399616,548.67,18927.21,32195.93,17706.4,47192.85,62307.74,178330.13,3500,1920345.0,1742014.87
6799,Large,Potato,Rabi,North,Silt,1760.31,30.65,4.82,19.519364368349272,94.08,10504.16,18420.24,13659.27,61278.67,29692.16,133554.5,12000,1128960.0,995405.5
6800,Large,Rice,Kharif,North,Silt,1797.81,25.94,2.71,4.209228305769857,11.41,5966.07,24078.71,6155.4,28307.21,6775.26,71282.65,22000,251020.0,179737.35
6801,Large,Potato,Rabi,West,Clay,2030.37,31.57,9.77,19.123247756026775,186.83,33303.07,42986.19,26019.71,101815.83,21931.59,226056.38999999998,12000,2241960.0,2015903.61
6802,Medium,Wheat,Rabi,South,Loamy,1379.18,31.83,4.92,3.1668239130980522,15.58,24100.58,27362.68,6564.59,66404.64,13433.26,137865.75,21000,327180.0,189314.25
6803,Medium,Potato,Kharif,South,Loamy,887.75,30.65,11.87,19.817497524145377,235.23,63628.32,95173.09,22903.52,88210.49,23757.31,293672.73,12000,2822760.0,2529087.27
6804,Medium,Sugarcane,Kharif,East,Clay,1564.85,19.03,6.03,70.30360808485682,423.93,26388.42,26424.46,13676.03,60706.25,37129.19,164324.35,3500,1483755.0,1319430.65
6805,Small,Potato,Rabi,North,Sandy,539.09,24.5,6.14,20.112568275533512,123.49,24068.42,44630.93,7128.72,76146.93,47562.23,199537.23,12000,1481880.0,1282342.77
6806,Medium,Maize,Kharif,North,Loamy,1784.57,33.44,8.29,5.543438467724882,45.96,44654.51,64008.68,31878.53,117020.24,18744.33,276306.29000000004,18000,827280.0,550973.71
6807,Small,Rice,Kharif,North,Clay,1362.47,36.83,8.17,4.663368299656561,38.1,18193.69,48843.38,30375.28,110307.37,26062.06,233781.77999999997,22000,838200.0,604418.22
6808,Small,Sugarcane,Rabi,North,Clay,1405.13,26.03,2.58,70.69170134966188,182.38,8499.43,15285.4,5159.37,32843.57,20020.13,81807.90000000001,3500,638330.0,556522.1
6809,Large,Cotton,Zaid,Central,Silt,708.81,39.63,3.63,2.1165950646976395,7.68,8093.01,15871.17,10461.55,49867.77,12682.4,96975.9,55000,422400.0,325424.1
6810,Large,Potato,Kharif,South,Clay,390.82,16.89,3.16,20.229799011110675,63.93,18089.17,21347.74,7649.97,24261.32,22559.98,93908.18000000001,12000,767160.0,673251.82
6811,Large,Sugarcane,Kharif,East,Sandy,1644.79,18.28,1.11,70.12774497755312,77.84,2616.01,4667.88,2983.53,10499.33,3523.9,24290.65,3500,272440.0,248149.35
6812,Small,Cotton,Zaid,Central,Sandy,1749.43,24.9,0.76,2.5201152741015975,1.92,4437.03,3477.79,1037.33,11247.02,5939.78,26138.949999999997,55000,105600.0,79461.05
6813,Small,Cotton,Kharif,South,Sandy,1396.24,26.24,7.92,2.216475031470115,17.55,38992.41,52098.67,20812.16,40791.87,34353.11,187048.22000000003,55000,965250.0,778201.78
6814,Small,Wheat,Rabi,West,Sandy,1984.61,23.89,6.23,3.428502024793932,21.36,24783.91,29063.02,10970.49,92829.88,38855.96,196503.25999999998,21000,448560.0,252056.74
6815,Medium,Wheat,Kharif,North,Clay,1540.18,24.05,10.79,3.5932330163772845,38.77,35071.99,62397.84,30569.13,65269.14,82748.89,276056.99,21000,814170.0,538113.01
6816,Small,Sugarcane,Rabi,East,Loamy,2166.03,25.64,3.96,69.32008530958157,274.51,16427.36,34460.51,13078.49,55851.38,14507.47,134325.21,3500,960785.0,826459.79
6817,Large,Sugarcane,Zaid,South,Clay,933.86,20.96,9.56,69.37966234813757,663.27,43696.59,62793.37,35429.45,101534.71,43884.72,287338.83999999997,3500,2321445.0,2034106.16
6818,Large,Maize,Zaid,West,Loamy,834.84,15.67,1.69,5.179084138593006,8.75,6633.61,12683.92,1860.32,13456.15,6154.0,40788.0,18000,157500.0,116712.0
6819,Small,Rice,Zaid,North,Loamy,874.52,38.77,9.89,4.47999230705322,44.31,56076.26,71384.05,25427.55,143417.91,48780.06,345085.83,22000,974820.0,629734.17
6820,Small,Rice,Kharif,West,Loamy,367.14,34.26,11.09,4.440351262075129,49.24,28359.2,96666.74,24668.83,122387.99,82430.71,354513.47000000003,22000,1083280.0,728766.53
6821,Large,Sugarcane,Zaid,West,Silt,2281.37,34.82,7.71,69.26062656526099,534.0,19379.84,28072.4,12910.33,107041.68,24490.94,191895.19,3500,1869000.0,1677104.81
6822,Small,Wheat,Kharif,Central,Sandy,2498.21,22.22,8.96,3.055411031800614,27.38,45857.96,36756.06,16055.93,79093.47,46006.5,223769.91999999998,21000,574980.0,351210.08
6823,Large,Potato,Kharif,West,Silt,2096.35,23.31,11.86,19.694155136087367,233.57,50320.65,84379.29,41158.17,136893.86,34625.71,347377.68,12000,2802840.0,2455462.32
6824,Medium,Maize,Kharif,Central,Clay,1207.71,38.2,4.85,6.184458761578206,29.99,17578.11,39178.41,15581.05,41345.58,21517.46,135200.61000000002,18000,539820.0,404619.39
6825,Large,Rice,Zaid,Central,Silt,1078.65,39.24,0.84,4.011061403340597,3.37,4436.72,6282.44,3116.12,12530.41,2700.06,29065.75,22000,74140.0,45074.25
6826,Medium,Sugarcane,Zaid,West,Loamy,2004.3,38.39,8.35,70.34167643007163,587.35,48064.78,32447.51,28011.73,87844.98,28158.12,224527.12,3500,2055725.0,1831197.88
6827,Small,Wheat,Kharif,South,Clay,1421.88,29.99,0.65,3.5592132555038662,2.31,2664.26,4601.25,760.84,7835.39,3132.83,18994.57,21000,48510.0,29515.43
6828,Small,Wheat,Zaid,West,Sandy,2366.81,18.8,7.04,3.190214061770991,22.46,30092.16,47654.28,9396.77,56780.69,45408.74,189332.64,21000,471660.0,282327.36
6829,Medium,Wheat,Kharif,West,Loamy,915.08,28.94,7.37,3.784380340278373,27.89,16361.39,45853.29,22387.32,93604.46,20395.09,198601.55000000002,21000,585690.0,387088.45
6830,Small,Potato,Zaid,South,Sandy,1012.4,28.49,7.22,19.61623706488571,141.63,28835.17,46096.22,21485.36,67267.19,48682.27,212366.21,12000,1699560.0,1487193.79
6831,Medium,Cotton,Rabi,North,Silt,2497.41,37.43,2.41,2.5731665494378975,6.2,5010.08,16009.3,8861.12,33779.46,19101.74,82761.7,55000,341000.0,258238.3
6832,Small,Potato,Zaid,East,Sandy,2451.98,20.73,1.38,20.052101807215784,27.67,5000.56,5638.77,3561.14,14438.17,5286.01,33924.65,12000,332040.0,298115.35
6833,Large,Wheat,Zaid,North,Clay,2247.42,17.62,10.94,2.821172387337204,30.86,64168.21,54643.13,29842.38,96527.21,34955.79,280136.72,21000,648060.0,367923.28
6834,Small,Sugarcane,Zaid,West,Loamy,1190.18,19.44,6.73,70.25458202246196,472.81,33988.12,44917.98,17277.95,89131.03,14572.02,199887.1,3500,1654835.0,1454947.9
6835,Large,Maize,Kharif,North,Sandy,2142.75,18.81,4.22,4.714998683066943,19.9,20836.88,14671.27,12820.38,46537.83,13342.57,108208.93,18000,358200.0,249991.07
6836,Large,Potato,Kharif,East,Silt,923.47,30.15,9.38,20.094345070907075,188.48,48208.0,68106.95,20500.83,120546.71,52451.42,309813.91,12000,2261760.0,1951946.09
6837,Medium,Sugarcane,Rabi,North,Clay,860.46,34.75,11.1,70.03884797721095,777.43,59925.78,82950.73,31534.59,133346.59,78543.65,386301.33999999997,3500,2721005.0,2334703.66
6838,Small,Wheat,Rabi,East,Loamy,1502.16,22.31,5.15,4.429448900792156,22.81,11179.71,19893.9,12732.57,50155.22,10454.64,104416.04,21000,479010.0,374593.96
6839,Medium,Maize,Rabi,North,Silt,2192.58,16.94,1.63,5.175265025362672,8.44,8994.32,7668.27,6255.64,18862.13,9428.12,51208.48,18000,151920.0,100711.52
6840,Small,Rice,Kharif,Central,Loamy,514.44,21.61,8.47,4.620503342590056,39.14,43183.96,37154.03,19125.21,106553.23,24358.91,230375.34,22000,861080.0,630704.66
6841,Large,Rice,Rabi,West,Sandy,1543.67,27.3,10.94,3.8493734384650633,42.11,51808.12,46599.25,15140.62,131043.13,74333.95,318925.07,22000,926420.0,607494.93
6842,Large,Sugarcane,Rabi,East,Silt,1641.42,30.61,11.77,70.6240953373614,831.25,42641.92,61204.5,40811.73,96764.15,38934.19,280356.49,3500,2909375.0,2629018.51
6843,Small,Maize,Zaid,West,Silt,1575.56,27.39,9.86,5.41903535012564,53.43,31573.32,74221.44,24771.6,88240.25,23681.76,242488.37000000002,18000,961740.0,719251.63
6844,Small,Sugarcane,Rabi,Central,Sandy,780.69,19.19,3.58,69.69702650698684,249.52,9908.62,19476.39,5305.37,51967.95,28222.86,114881.19,3500,873320.0,758438.81
6845,Medium,Maize,Zaid,North,Silt,441.08,37.7,4.62,5.750677251555233,26.57,15552.94,28685.37,17478.14,37414.73,22124.7,121255.87999999999,18000,478260.0,357004.12
6846,Small,Maize,Kharif,West,Silt,2268.98,24.26,2.07,5.538660524247924,11.47,11412.17,7733.43,2827.71,27165.45,8824.08,57962.84,18000,206460.0,148497.16
6847,Small,Sugarcane,Kharif,North,Silt,1563.93,24.85,8.7,69.85017566292129,607.7,19364.87,58174.43,10483.87,59656.69,47444.51,195124.37,3500,2126950.0,1931825.63
6848,Small,Maize,Zaid,North,Sandy,1989.39,39.09,2.45,4.257168990051546,10.43,12016.55,22037.13,4416.43,21852.82,13070.12,73393.05,18000,187740.0,114346.95
6849,Medium,Potato,Rabi,West,Sandy,1101.76,36.31,5.47,20.055621806074537,109.7,12803.16,40338.9,16216.64,45853.91,12447.48,127660.09,12000,1316400.0,1188739.91
6850,Small,Wheat,Kharif,East,Loamy,393.5,34.58,6.62,3.663150542368446,24.25,16333.24,39120.92,8843.0,73858.07,26980.34,165135.57,21000,509250.0,344114.43
6851,Large,Maize,Zaid,East,Sandy,871.04,17.12,4.9,6.104124390213549,29.91,13714.92,28557.06,19123.29,69990.42,27768.08,159153.77000000002,18000,538380.0,379226.23
6852,Medium,Potato,Kharif,West,Silt,461.4,35.47,2.22,20.201147064079613,44.85,10423.8,18947.86,5783.53,27147.65,17018.19,79321.03,12000,538200.0,458878.97
6853,Medium,Maize,Kharif,East,Sandy,472.13,24.75,3.83,4.623587963305919,17.71,20703.6,20862.44,10421.96,24886.44,22648.39,99522.82999999999,18000,318780.0,219257.17
6854,Large,Potato,Rabi,South,Silt,771.81,17.86,7.78,20.45697294806799,159.16,19972.08,57246.28,29961.87,95115.4,23459.71,225755.34,12000,1909920.0,1684164.66
6855,Large,Sugarcane,Kharif,North,Silt,1693.87,39.74,8.86,69.52158061413844,615.96,26008.74,59006.03,21291.48,45986.83,18234.6,170527.68000000002,3500,2155860.0,1985332.32
6856,Large,Rice,Zaid,West,Silt,2099.1,16.82,7.57,4.4528286073213,33.71,34357.46,51176.89,23378.43,88083.99,50855.69,247852.46000000002,22000,741620.0,493767.54
6857,Small,Cotton,Rabi,Central,Sandy,2106.99,37.81,11.61,2.459322572551391,28.55,44404.41,40662.88,12865.86,160040.49,81199.67,339173.31,55000,1570250.0,1231076.69
6858,Large,Maize,Zaid,West,Silt,2363.06,12.01,7.56,4.777020189704695,36.11,34276.31,52879.94,8396.7,65386.87,23435.57,184375.39,18000,649980.0,465604.61
6859,Small,Cotton,Zaid,West,Loamy,1744.04,24.26,3.09,1.55894419624099,4.82,8136.72,21173.11,9977.62,37624.02,12131.1,89042.57,55000,265100.0,176057.43
6860,Medium,Maize,Zaid,North,Clay,343.69,12.84,6.15,5.489801779371171,33.76,23606.2,45818.02,23445.95,69625.98,41301.45,203797.59999999998,18000,607680.0,403882.4
6861,Medium,Sugarcane,Rabi,Central,Clay,1130.29,37.55,10.12,70.09001531674593,709.31,34021.76,71495.76,32077.86,59951.24,61762.27,259308.88999999998,3500,2482585.0,2223276.11
6862,Large,Sugarcane,Kharif,North,Loamy,545.21,15.52,4.25,69.75574535249982,296.46,15924.2,35185.77,6220.23,34422.28,11871.06,103623.54,3500,1037610.0,933986.46
6863,Small,Potato,Zaid,East,Clay,2010.42,30.85,8.98,19.411931295670826,174.32,28605.2,80681.43,31273.38,106116.75,53710.92,300387.68,12000,2091840.0,1791452.32
6864,Large,Maize,Kharif,West,Loamy,563.32,29.67,9.53,5.7818509015359405,55.1,24520.56,39510.69,26449.69,50399.64,59608.05,200488.63,18000,991800.0,791311.37
6865,Large,Sugarcane,Kharif,North,Sandy,533.03,33.81,11.24,69.58441250840997,782.13,52458.57,93638.97,13445.28,117895.31,89172.58,366610.71,3500,2737455.0,2370844.29
6866,Small,Sugarcane,Zaid,South,Clay,362.06,32.91,5.11,69.5568651304973,355.44,23894.77,24286.06,11035.11,53421.55,37588.28,150225.77000000002,3500,1244040.0,1093814.23
6867,Large,Maize,Kharif,West,Loamy,2402.11,12.91,3.48,4.845451345701773,16.86,10640.25,15910.37,11565.4,44593.18,7720.1,90429.30000000002,18000,303480.0,213050.7
6868,Medium,Potato,Rabi,East,Loamy,2028.56,22.88,6.34,20.098293047659247,127.42,27316.87,27560.68,10264.67,93642.45,16736.79,175521.46,12000,1529040.0,1353518.54
6869,Large,Potato,Rabi,North,Silt,1033.28,21.03,11.93,19.88453464580421,237.22,69752.04,74886.87,41394.12,65536.82,52703.39,304273.24,12000,2846640.0,2542366.76
6870,Small,Potato,Kharif,North,Sandy,1128.17,39.24,10.87,21.103286944068245,229.39,45094.35,66976.82,29606.42,64367.83,42645.59,248691.01000000004,12000,2752680.0,2503988.99
6871,Small,Potato,Kharif,South,Loamy,430.74,33.7,3.77,20.56774839298337,77.54,12275.04,30548.82,8866.86,30449.19,9908.57,92048.48000000001,12000,930480.0,838431.52
6872,Medium,Rice,Rabi,East,Clay,647.42,31.82,2.76,3.6758539587581436,10.15,8926.48,15550.42,2779.38,29658.16,18096.9,75011.34,22000,223300.0,148288.66
6873,Small,Maize,Kharif,South,Silt,985.19,24.38,5.99,5.262392440690524,31.52,31896.71,46129.46,10654.53,31096.98,22485.94,142263.62,18000,567360.0,425096.38
6874,Small,Rice,Kharif,West,Silt,1153.31,36.95,2.41,5.030073721970362,12.12,9528.86,21318.29,8330.16,19067.5,17078.03,75322.84,22000,266640.0,191317.16
6875,Medium,Sugarcane,Kharif,Central,Silt,1663.95,12.47,9.22,70.09945211890528,646.32,28149.49,38409.39,12175.0,57161.39,37995.07,173890.34000000003,3500,2262120.0,2088229.66
6876,Large,Rice,Kharif,North,Sandy,1070.73,18.4,0.92,3.9079585785304722,3.6,4161.66,3221.86,2324.6,10370.87,5950.95,26029.940000000002,22000,79200.0,53170.06
6877,Medium,Potato,Zaid,South,Loamy,2400.12,31.46,3.08,20.34599500659004,62.67,16813.77,15704.31,3366.68,37366.42,10046.33,83297.51,12000,752040.0,668742.49
6878,Large,Sugarcane,Kharif,North,Sandy,1054.15,26.23,0.71,69.96360986069294,49.67,3485.99,6212.02,1262.77,3706.08,3426.1,18092.96,3500,173845.0,155752.04
6879,Medium,Rice,Rabi,North,Loamy,2371.51,26.95,3.11,4.273746147253039,13.29,7294.14,23937.88,4651.1,44640.29,16559.42,97082.83,22000,292380.0,195297.17
6880,Large,Rice,Zaid,South,Silt,1905.69,23.66,1.1,4.545454958915555,5.0,3703.3,6298.04,2475.86,13604.51,5151.58,31233.29,22000,110000.0,78766.71
6881,Medium,Maize,Zaid,North,Clay,2279.77,16.66,8.25,5.244462674085806,43.27,43319.47,29357.44,22988.16,68448.99,55002.47,219116.53,18000,778860.0,559743.47
6882,Large,Rice,Rabi,East,Clay,1846.95,16.65,7.06,3.9796763020882207,28.1,25931.56,33731.48,16353.53,86292.37,42166.35,204475.29,22000,618200.0,413724.71
6883,Medium,Sugarcane,Kharif,East,Sandy,1550.88,20.25,2.96,69.20821708978292,204.86,17743.75,24630.58,10248.83,28288.08,16257.04,97168.28,3500,717010.0,619841.72
6884,Large,Potato,Zaid,Central,Silt,1419.98,25.11,2.86,21.09354156804633,60.33,9631.8,11222.51,4317.41,33696.05,9691.3,68559.07,12000,723960.0,655400.93
6885,Medium,Maize,Zaid,East,Loamy,940.94,35.08,3.85,4.859759718135288,18.71,21675.42,26664.09,11004.41,35494.94,19821.94,114660.8,18000,336780.0,222119.2
6886,Small,Rice,Kharif,South,Sandy,955.98,24.51,9.68,4.38837063484971,42.48,37149.77,64648.12,34626.04,91177.22,60227.49,287828.64,22000,934560.0,646731.36
6887,Large,Maize,Kharif,East,Silt,791.05,37.14,2.23,5.36026140612199,11.95,12809.11,10845.47,6246.74,15361.4,17066.3,62329.020000000004,18000,215100.0,152770.98
6888,Medium,Cotton,Rabi,Central,Sandy,1148.19,15.37,1.9,2.731149130079628,5.19,7001.92,12431.36,4464.06,25975.57,5380.81,55253.72,55000,285450.0,230196.28
6889,Large,Maize,Zaid,West,Clay,579.34,19.61,6.34,5.034289771697284,31.92,24560.01,47065.12,20351.68,89587.74,45645.48,227210.03,18000,574560.0,347349.97
6890,Large,Potato,Kharif,West,Silt,1152.73,13.97,10.45,20.024975458021032,209.26,43505.6,35050.04,13336.67,93954.35,28451.63,214298.29,12000,2511120.0,2296821.71
6891,Medium,Cotton,Kharif,South,Sandy,2134.24,26.28,3.08,2.7533747577833902,8.48,6650.23,23971.06,12001.08,27322.59,18774.88,88719.84000000001,55000,466400.0,377680.16
6892,Large,Cotton,Rabi,Central,Loamy,2214.64,14.52,1.72,2.2174756000208555,3.81,4018.27,9910.06,3466.33,11320.44,10055.96,38771.06,55000,209550.0,170778.94
6893,Medium,Maize,Zaid,East,Clay,1714.23,34.28,6.15,4.751657427979367,29.22,33322.7,26645.63,9848.54,50690.16,44575.69,165082.72,18000,525960.0,360877.28
6894,Small,Sugarcane,Kharif,Central,Loamy,864.98,13.11,8.92,69.68449194916019,621.59,27300.62,55621.52,34583.95,116144.84,21011.56,254662.49,3500,2175565.0,1920902.51
6895,Large,Potato,Rabi,North,Sandy,828.77,25.31,7.61,21.026962992605327,160.02,34313.87,25522.72,7726.23,69739.23,55645.97,192948.02,12000,1920240.0,1727291.98
6896,Small,Sugarcane,Zaid,Central,Silt,911.44,23.78,5.31,70.27907946978932,373.18,16142.43,42745.15,17858.99,68290.91,21025.63,166063.11000000002,3500,1306130.0,1140066.89
6897,Large,Potato,Zaid,East,Clay,1400.09,17.66,0.96,19.585868377067563,18.8,3272.0,8594.94,2167.73,13001.74,4684.95,31721.36,12000,225600.0,193878.64
6898,Large,Potato,Zaid,South,Loamy,2448.18,28.43,3.96,20.11400339500947,79.65,17492.37,27980.23,13593.35,33382.28,28286.35,120734.57999999999,12000,955800.0,835065.42
6899,Large,Sugarcane,Zaid,North,Loamy,540.21,22.81,11.07,69.98466727335646,774.73,37134.51,54339.5,39601.32,164769.8,58498.79,354343.92,3500,2711555.0,2357211.08
6900,Medium,Wheat,Rabi,Central,Silt,1401.13,17.54,3.06,4.20081266930179,12.85,15003.95,25571.09,5951.83,33497.15,12349.03,92373.05,21000,269850.0,177476.95
6901,Small,Cotton,Kharif,West,Sandy,1800.94,35.14,7.56,3.4661465731028134,26.2,30740.31,36827.93,27729.3,63205.68,50476.55,208979.77000000002,55000,1441000.0,1232020.23
6902,Large,Maize,Zaid,East,Loamy,840.45,30.5,10.94,4.957237418054686,54.23,54995.27,56548.11,43430.08,67304.31,26280.11,248557.88,18000,976140.0,727582.12
6903,Medium,Sugarcane,Zaid,South,Sandy,2432.05,12.34,6.11,69.75498586577972,426.2,17448.66,52139.21,23504.74,50086.45,36767.47,179946.53,3500,1491700.0,1311753.47
6904,Large,Sugarcane,Kharif,East,Sandy,1067.85,26.05,5.63,70.00999728745293,394.16,25784.64,37851.93,14555.09,36515.13,11314.17,126020.96,3500,1379560.0,1253539.04
6905,Medium,Maize,Zaid,Central,Sandy,2351.18,19.6,2.12,4.981790005768661,10.56,6897.16,11196.03,3392.76,26849.57,4734.85,53070.37,18000,190080.0,137009.63
6906,Large,Cotton,Zaid,South,Silt,1614.18,37.62,11.78,2.135888419259305,25.16,40199.88,66585.09,40320.8,89742.17,91573.48,328421.42,55000,1383800.0,1055378.58
6907,Small,Maize,Kharif,West,Sandy,308.97,32.32,2.53,5.766553943743641,14.59,6948.35,17914.42,9676.79,21378.09,12257.57,68175.22,18000,262620.0,194444.78
6908,Small,Potato,Kharif,North,Clay,984.45,29.13,6.04,19.456629623390487,117.52,15185.18,41778.2,23463.27,49452.13,14240.18,144118.96,12000,1410240.0,1266121.04
6909,Large,Wheat,Zaid,Central,Silt,347.41,14.49,2.47,3.605236973742765,8.9,13647.93,12798.77,8933.77,27234.61,18125.64,80740.72,21000,186900.0,106159.28
6910,Medium,Potato,Kharif,South,Loamy,1139.25,38.06,4.51,20.868926831083634,94.12,26090.83,16761.98,7416.02,38516.55,12261.56,101046.94,12000,1129440.0,1028393.06
6911,Large,Wheat,Rabi,North,Silt,2351.57,16.04,10.67,3.2292136047187103,34.46,38137.18,58962.96,31336.21,68697.0,23579.2,220712.55000000002,21000,723660.0,502947.45
6912,Medium,Maize,Rabi,South,Loamy,2013.84,24.62,7.9,4.986125309835539,39.39,39927.48,55456.41,29766.17,88940.37,34410.18,248500.61,18000,709020.0,460519.39
6913,Large,Potato,Zaid,Central,Clay,1664.29,31.07,0.61,20.04781688080502,12.23,3180.56,2803.02,1501.61,6146.21,1816.77,15448.17,12000,146760.0,131311.83
6914,Medium,Cotton,Zaid,South,Sandy,1484.81,25.85,11.62,2.2427949174416377,26.06,29833.27,96513.02,40083.35,146224.86,28579.66,341234.16,55000,1433300.0,1092065.84
6915,Small,Potato,Kharif,West,Sandy,1119.68,36.71,9.51,19.835678835382772,188.64,54742.81,47893.16,12493.52,71864.06,31876.28,218869.83,12000,2263680.0,2044810.17
6916,Large,Sugarcane,Kharif,South,Sandy,765.39,35.39,11.97,68.92658567088948,825.05,62637.28,50611.06,39683.28,162983.33,28374.96,344289.91,3500,2887675.0,2543385.09
6917,Small,Wheat,Zaid,Central,Sandy,437.55,15.79,9.27,3.9446117098036426,36.57,47818.96,51183.85,11071.86,81735.06,39975.43,231785.15999999997,21000,767970.0,536184.84
6918,Small,Wheat,Zaid,South,Silt,718.32,29.29,9.3,4.145681803488516,38.55,52991.08,41161.61,24694.97,104457.26,69220.66,292525.57999999996,21000,809550.0,517024.42
